seed,bot,score,moves,movesEarned,endReason,frenzies,peakMeter,crashed,maxCombo,bestMovePts,proteinTiles,carbTiles,pctCrash,pctNormal,pctKeto,pctDeep,pctFrenzy,tierUpsSeen,firstTierUpMove,endState,endedWithin5OfFrenzy,longestDryGap,rewardEvents,ptsCrash,ptsNormal,ptsKeto,ptsDeep,ptsFrenzy,nearMissNoFrenzy,fellBackWithoutFrenzy,lastMoveWasReward,ptsInFrenzy,movesInFrenzy,ptsOutside,movesOutside,climbCount,climbLengths
1,tempted_1_5,19021,46,16,budget,2,100,true,7,7360,174,240,0.10869565217391304,0.6086956521739131,0.06521739130434782,0,0.21739130434782608,6,5,normal,false,4,22,416,4095,350,1620,12540,false,false,true,13600,10,5421,36,2,2|2
2,tempted_1_5,5550,34,4,budget,0,94,true,7,1560,111,165,0.029411764705882353,0.8529411764705882,0.08823529411764706,0.029411764705882353,0,3,16,normal,false,4,20,265,4760,390,135,0,true,false,true,0,0,5550,34,0,
3,tempted_1_5,5245,38,8,budget,0,95,true,4,1000,92,173,0.15789473684210525,0.7368421052631579,0.05263157894736842,0.05263157894736842,0,3,7,crash,false,7,18,425,3275,1050,495,0,true,true,true,0,0,5245,38,0,
4,tempted_1_5,3392,30,0,budget,0,50,true,4,615,66,131,0.3,0.7,0,0,0,3,15,crash,false,5,8,242,3150,0,0,0,false,false,false,0,0,3392,30,0,
5,tempted_1_5,9221,49,19,budget,1,100,true,4,1060,149,187,0.08163265306122448,0.5714285714285714,0.24489795918367346,0,0.10204081632653061,8,7,normal,false,6,20,181,3215,2670,1575,1580,false,false,false,1900,5,7321,44,1,5
6,tempted_1_5,5595,36,6,budget,0,86,false,5,1875,101,132,0,0.9166666666666666,0.08333333333333333,0,0,2,16,normal,false,7,13,0,3550,1370,675,0,false,false,true,0,0,5595,36,0,
7,tempted_1_5,5786,34,4,budget,0,82,true,5,1920,84,168,0.23529411764705882,0.7352941176470589,0.029411764705882353,0,0,5,5,crash,false,4,12,261,3215,2310,0,0,false,false,false,0,0,5786,34,0,
8,tempted_1_5,6410,36,6,budget,0,94,true,6,995,118,162,0.027777777777777776,0.8333333333333334,0.1111111111111111,0.027777777777777776,0,4,11,normal,false,8,13,15,5410,850,135,0,true,false,false,0,0,6410,36,0,
9,tempted_1_5,3898,30,0,budget,0,60,true,5,1045,80,141,0.43333333333333335,0.5666666666666667,0,0,0,4,7,normal,false,6,10,733,3165,0,0,0,false,false,false,0,0,3898,30,0,
10,tempted_1_5,2880,32,2,budget,0,76,true,3,370,77,105,0.03125,0.96875,0,0,0,2,2,normal,false,4,8,140,2560,180,0,0,false,false,false,0,0,2880,32,0,
11,tempted_1_5,3072,30,0,budget,0,67,true,4,450,69,116,0.23333333333333334,0.7666666666666667,0,0,0,2,7,normal,false,5,14,242,2830,0,0,0,false,false,true,0,0,3072,30,0,
12,tempted_1_5,13532,54,24,budget,2,100,true,6,1800,159,216,0.14814814814814814,0.5,0.12962962962962962,0.037037037037037035,0.18518518518518517,8,1,crash,false,9,22,257,3825,1710,2580,5160,false,true,false,5040,10,8492,44,2,4|5
13,tempted_1_5,8940,39,9,budget,1,100,false,6,1260,130,152,0,0.7692307692307693,0.10256410256410256,0,0.1282051282051282,3,3,normal,false,4,17,0,3700,740,0,4500,false,false,false,4120,5,4820,34,1,3
14,tempted_1_5,1649,32,2,budget,0,70,true,3,275,44,97,0.5625,0.4375,0,0,0,2,1,crash,false,18,7,484,1165,0,0,0,false,false,false,0,0,1649,32,0,
15,tempted_1_5,2821,24,8,lock,0,80,true,3,360,75,88,0.08333333333333333,0.7916666666666666,0.125,0,0,5,11,keto,false,3,13,151,2340,330,0,0,false,false,true,0,0,2821,24,0,
16,tempted_1_5,5735,32,2,budget,0,76,true,5,940,110,172,0.125,0.84375,0.03125,0,0,4,12,normal,false,4,20,155,5490,90,0,0,false,false,true,0,0,5735,32,0,
17,tempted_1_5,4835,44,14,budget,0,92,true,3,330,122,156,0,0.8863636363636364,0.06818181818181818,0.045454545454545456,0,4,29,normal,false,5,22,30,3905,630,270,0,true,false,false,0,0,4835,44,0,
18,tempted_1_5,22971,81,51,budget,3,100,true,5,2215,271,392,0.06172839506172839,0.5432098765432098,0.1728395061728395,0.037037037037037035,0.18518518518518517,21,3,normal,false,8,41,186,6265,4580,4620,7320,false,true,false,6820,15,16151,66,3,3|3|4
19,tempted_1_5,4861,40,10,budget,0,79,true,4,460,111,163,0.275,0.6,0.125,0,0,8,5,normal,false,4,18,516,3195,1150,0,0,false,false,false,0,0,4861,40,0,
20,tempted_1_5,4100,36,6,budget,0,96,true,5,600,93,144,0.25,0.6111111111111112,0.1111111111111111,0.027777777777777776,0,4,1,crash,false,8,12,545,2915,460,180,0,true,true,false,0,0,4100,36,0,
21,tempted_1_5,5016,30,0,budget,0,67,true,4,640,98,165,0.06666666666666667,0.9333333333333333,0,0,0,1,18,normal,false,3,17,171,4845,0,0,0,false,false,false,0,0,5016,30,0,
