seed,bot,move,meterBefore,meterAfter,tierBefore,stateAfter,pts,steps,gained,protein,carb,rushTaken,tierChange,refund,frenzyStarted,frenzyEnded,movesLeftAfter,altProteinPts,altCarbPts
1,tempted_1_25,1,50,52,normal,normal,60,1,6,3,3,false,0,0,false,false,29,60,45
1,tempted_1_25,2,52,42,normal,normal,45,1,3,0,3,true,0,0,false,false,28,30,45
1,tempted_1_25,3,42,16,normal,normal,180,2,9,0,9,true,0,0,false,false,27,30,90
1,tempted_1_25,4,16,7,normal,crash,45,1,3,0,3,true,-1,0,false,false,26,30,45
1,tempted_1_25,5,7,16,crash,normal,158,3,12,4,8,true,1,0,false,false,25,15,23
1,tempted_1_25,6,16,32,normal,normal,40,1,4,4,0,false,0,0,false,false,24,40,45
1,tempted_1_25,7,32,36,normal,normal,80,1,8,4,4,false,0,0,false,false,23,30,45
1,tempted_1_25,8,36,18,normal,normal,135,2,6,0,6,true,0,0,false,false,22,30,45
1,tempted_1_25,9,18,21,normal,normal,60,1,6,3,3,false,0,0,false,false,21,60,45
1,tempted_1_25,10,21,44,normal,normal,60,1,6,6,0,false,0,0,false,false,20,60,45
1,tempted_1_25,11,44,46,normal,normal,60,1,6,3,3,false,0,0,false,false,19,60,45
1,tempted_1_25,12,46,65,normal,normal,240,3,12,8,4,false,0,0,false,false,18,30,45
1,tempted_1_25,13,65,43,normal,normal,165,2,7,0,7,true,0,0,false,false,17,30,45
1,tempted_1_25,14,43,45,normal,normal,105,2,6,3,3,true,0,0,false,false,16,30,45
1,tempted_1_25,15,45,60,normal,normal,40,1,4,4,0,false,0,0,false,false,15,40,
1,tempted_1_25,16,60,47,normal,normal,60,1,4,0,4,true,0,0,false,false,14,30,60
1,tempted_1_25,17,47,76,normal,keto,245,2,13,10,3,true,1,2,false,false,15,60,45
1,tempted_1_25,18,76,100,keto,frenzy,880,3,17,14,3,false,frenzy,7,true,false,21,60,120
1,tempted_1_25,19,100,100,frenzy,frenzy,840,2,11,2,9,false,0,0,false,false,20,120,240
1,tempted_1_25,20,100,100,frenzy,frenzy,240,1,6,3,3,false,0,0,false,false,19,120,240
1,tempted_1_25,21,100,100,frenzy,frenzy,360,1,9,2,7,false,0,0,false,false,18,,360
1,tempted_1_25,22,100,100,frenzy,frenzy,660,2,9,3,6,true,0,0,false,false,17,120,180
1,tempted_1_25,23,100,70,frenzy,keto,660,2,9,3,6,true,-1,0,false,true,16,120,180
1,tempted_1_25,24,70,100,keto,frenzy,7360,7,43,21,22,false,frenzy,7,true,false,22,100,90
1,tempted_1_25,25,100,100,frenzy,frenzy,180,1,3,0,3,true,0,0,false,false,21,120,180
1,tempted_1_25,26,100,100,frenzy,frenzy,240,1,6,6,0,false,0,0,false,false,20,240,180
1,tempted_1_25,27,100,100,frenzy,frenzy,660,2,8,0,8,true,0,0,false,false,19,120,300
1,tempted_1_25,28,100,100,frenzy,frenzy,2180,4,18,5,13,true,0,0,false,false,18,120,360
1,tempted_1_25,29,100,70,frenzy,keto,160,1,4,4,0,false,-1,0,false,true,17,160,180
1,tempted_1_25,30,70,60,keto,normal,90,1,3,0,3,true,-1,0,false,false,16,60,90
1,tempted_1_25,31,60,39,normal,normal,200,2,14,3,11,false,0,0,false,false,15,30,110
1,tempted_1_25,32,39,33,normal,normal,150,2,9,3,6,true,0,0,false,false,14,30,90
1,tempted_1_25,33,33,36,normal,normal,105,2,6,3,3,true,0,0,false,false,13,30,45
1,tempted_1_25,34,36,22,normal,normal,200,2,14,4,10,false,0,0,false,false,12,30,45
1,tempted_1_25,35,22,4,normal,crash,90,2,6,0,6,true,-1,0,false,false,11,30,45
